date,county,state,cases,deaths
2020-12-31,Chickasaw,Mississippi,1594,37
2020-12-31,Choctaw,Mississippi,518,10
2020-12-31,Claiborne,Mississippi,708,20
2020-12-31,Clarke,Mississippi,1202,58
2020-12-31,Clay,Mississippi,1329,30
2020-12-31,Coahoma,Mississippi,1955,52
2020-12-31,Copiah,Mississippi,2182,45
2020-12-31,Covington,Mississippi,1843,67
2020-12-31,DeSoto,Mississippi,14714,139
2020-12-31,Forrest,Mississippi,5232,101
2020-12-31,Franklin,Mississippi,586,9
2020-12-31,George,Mississippi,1732,35
2020-12-31,Greene,Mississippi,988,25
2020-12-31,Grenada,Mississippi,1962,62
2020-12-31,Hancock,Mississippi,2033,55
2020-12-31,Harrison,Mississippi,10680,157
2020-12-31,Hinds,Mississippi,13966,265
2020-12-31,Holmes,Mississippi,1592,65
2020-12-31,Humphreys,Mississippi,726,22
2020-12-31,Issaquena,Mississippi,152,4
2020-12-31,Itawamba,Mississippi,2279,51
2020-12-31,Jackson,Mississippi,8771,158
2020-12-31,Jasper,Mississippi,1435,25
2020-12-31,Jefferson,Mississippi,466,14
2020-12-31,Jefferson Davis,Mississippi,762,24
2020-12-31,Jones,Mississippi,5236,97
2020-12-31,Kemper,Mississippi,655,19
2020-12-31,Lafayette,Mississippi,4250,83
2020-12-31,Lamar,Mississippi,4106,60
2020-12-31,Lauderdale,Mississippi,4941,171
2020-12-31,Lawrence,Mississippi,918,16
2020-12-31,Leake,Mississippi,2049,51
2020-12-31,Lee,Mississippi,7668,118
2020-12-31,Leflore,Mississippi,2649,101
2020-12-31,Lincoln,Mississippi,2551,79
2020-12-31,Lowndes,Mississippi,4394,92
2020-12-31,Madison,Mississippi,7194,136
2020-12-31,Marion,Mississippi,1757,63
2020-12-31,Marshall,Mississippi,2915,63
2020-12-31,Monroe,Mississippi,3007,89
2020-12-31,Montgomery,Mississippi,984,31
2020-12-31,Neshoba,Mississippi,3006,141
2020-12-31,Newton,Mississippi,1615,33
2020-12-31,Noxubee,Mississippi,932,20
2020-12-31,Oktibbeha,Mississippi,3409,74
2020-12-31,Panola,Mississippi,3202,70
2020-12-31,Pearl River,Mississippi,2581,81
2020-12-31,Perry,Mississippi,878,30
2020-12-31,Pike,Mississippi,2210,71
2020-12-31,Pontotoc,Mississippi,3171,42
2020-12-31,Prentiss,Mississippi,2101,42
2020-12-31,Quitman,Mississippi,600,7
2020-12-31,Rankin,Mississippi,8793,165
2020-12-31,Scott,Mississippi,2131,40
2020-12-31,Sharkey,Mississippi,387,17
2020-12-31,Simpson,Mississippi,2042,63
2020-12-31,Smith,Mississippi,1021,20
2020-12-31,Stone,Mississippi,1173,18
2020-12-31,Sunflower,Mississippi,2408,61
2020-12-31,Tallahatchie,Mississippi,1228,32
2020-12-31,Tate,Mississippi,2391,56
2020-12-31,Tippah,Mississippi,1993,40
2020-12-31,Tishomingo,Mississippi,1583,53
2020-12-31,Tunica,Mississippi,758,19
2020-12-31,Union,Mississippi,2809,42
2020-12-31,Walthall,Mississippi,1002,34
2020-12-31,Warren,Mississippi,2743,78
2020-12-31,Washington,Mississippi,4259,116
2020-12-31,Wayne,Mississippi,1671,27
2020-12-31,Webster,Mississippi,760,18
2020-12-31,Wilkinson,Mississippi,532,23
2020-12-31,Winston,Mississippi,1834,50
2020-12-31,Yalobusha,Mississippi,995,32
2020-12-31,Yazoo,Mississippi,2114,50
2020-12-31,Adair,Missouri,1764,11
2020-12-31,Andrew,Missouri,1091,14
2020-12-31,Atchison,Missouri,260,5
2020-12-31,Audrain,Missouri,1829,36
2020-12-31,Barry,Missouri,1781,36
2020-12-31,Barton,Missouri,764,8
2020-12-31,Bates,Missouri,834,12
2020-12-31,Benton,Missouri,1189,16
2020-12-31,Bollinger,Missouri,956,12
2020-12-31,Boone,Missouri,13835,58
2020-12-31,Buchanan,Missouri,8368,132
2020-12-31,Butler,Missouri,2805,15
2020-12-31,Caldwell,Missouri,545,5
2020-12-31,Callaway,Missouri,3778,20
2020-12-31,Camden,Missouri,3143,63
2020-12-31,Cape Girardeau,Missouri,7754,109
2020-12-31,Carroll,Missouri,650,18
2020-12-31,Carter,Missouri,373,6
2020-12-31,Cass,Missouri,5627,54
2020-12-31,Cedar,Missouri,516,8
2020-12-31,Chariton,Missouri,332,3
2020-12-31,Christian,Missouri,6285,49
2020-12-31,Clark,Missouri,371,4
2020-12-31,Clay,Missouri,7134,98
2020-12-31,Clinton,Missouri,1248,56
2020-12-31,Cole,Missouri,7605,90
2020-12-31,Cooper,Missouri,1493,20
2020-12-31,Crawford,Missouri,1706,19
2020-12-31,Dade,Missouri,585,29
2020-12-31,Dallas,Missouri,697,18
2020-12-31,Daviess,Missouri,468,9
2020-12-31,DeKalb,Missouri,780,19
2020-12-31,Dent,Missouri,701,8
2020-12-31,Douglas,Missouri,617,19
2020-12-31,Dunklin,Missouri,2083,15
2020-12-31,Franklin,Missouri,6556,113
2020-12-31,Gasconade,Missouri,675,29
2020-12-31,Gentry,Missouri,604,16
2020-12-31,Greene,Missouri,21496,297
2020-12-31,Grundy,Missouri,679,23
2020-12-31,Harrison,Missouri,633,10
2020-12-31,Henry,Missouri,1432,22
2020-12-31,Hickory,Missouri,425,9
2020-12-31,Holt,Missouri,324,9
2020-12-31,Howard,Missouri,617,2
2020-12-31,Howell,Missouri,2313,37
2020-12-31,Iron,Missouri,408,1
2020-12-31,Jackson,Missouri,23425,243
2020-12-31,Jasper,Missouri,6020,84
2020-12-31,Jefferson,Missouri,16795,134
2020-12-31,Johnson,Missouri,3214,29
2020-12-31,Joplin,Missouri,3975,74
2020-12-31,Kansas City,Missouri,30039,352
2020-12-31,Knox,Missouri,150,1
2020-12-31,Laclede,Missouri,2491,46
2020-12-31,Lafayette,Missouri,2058,40
2020-12-31,Lawrence,Missouri,2293,52
2020-12-31,Lewis,Missouri,539,3
2020-12-31,Lincoln,Missouri,3536,20
2020-12-31,Linn,Missouri,417,11
2020-12-31,Livingston,Missouri,1036,23
2020-12-31,Macon,Missouri,916,10
2020-12-31,Madison,Missouri,1200,10
2020-12-31,Maries,Missouri,463,6
2020-12-31,Marion,Missouri,2329,24
2020-12-31,McDonald,Missouri,2013,27
2020-12-31,Mercer,Missouri,131,1
2020-12-31,Miller,Missouri,2024,41
2020-12-31,Mississippi,Missouri,1137,15
2020-12-31,Moniteau,Missouri,1488,17
2020-12-31,Monroe,Missouri,516,5
2020-12-31,Montgomery,Missouri,498,9
2020-12-31,Morgan,Missouri,1444,24
2020-12-31,New Madrid,Missouri,1615,31
2020-12-31,Newton,Missouri,3467,46
2020-12-31,Nodaway,Missouri,2348,19
2020-12-31,Oregon,Missouri,532,3
2020-12-31,Osage,Missouri,1188,8
2020-12-31,Ozark,Missouri,378,4
2020-12-31,Pemiscot,Missouri,1273,21
2020-12-31,Perry,Missouri,1852,19
2020-12-31,Pettis,Missouri,4186,61
2020-12-31,Phelps,Missouri,2480,85
2020-12-31,Pike,Missouri,1275,14
2020-12-31,Platte,Missouri,2420,23
2020-12-31,Polk,Missouri,2576,36
2020-12-31,Pulaski,Missouri,2546,27
2020-12-31,Putnam,Missouri,199,1
2020-12-31,Ralls,Missouri,660,7
2020-12-31,Randolph,Missouri,1599,17
2020-12-31,Ray,Missouri,1115,8
2020-12-31,Reynolds,Missouri,414,3
2020-12-31,Ripley,Missouri,673,8
2020-12-31,Saline,Missouri,1994,23
2020-12-31,Schuyler,Missouri,199,1
2020-12-31,Scotland,Missouri,227,3
2020-12-31,Scott,Missouri,3328,60
2020-12-31,Shannon,Missouri,408,9
2020-12-31,Shelby,Missouri,293,4
2020-12-31,St. Charles,Missouri,29669,330
2020-12-31,St. Clair,Missouri,458,5
2020-12-31,St. Francois,Missouri,6539,69
2020-12-31,St. Louis,Missouri,69480,1391
2020-12-31,St. Louis city,Missouri,17028,302
2020-12-31,Ste. Genevieve,Missouri,1412,5
2020-12-31,Stoddard,Missouri,2015,33
2020-12-31,Stone,Missouri,1612,24
2020-12-31,Sullivan,Missouri,656,10
2020-12-31,Taney,Missouri,3752,52
2020-12-31,Texas,Missouri,1339,17
2020-12-31,Vernon,Missouri,1082,19
2020-12-31,Warren,Missouri,2021,19
2020-12-31,Washington,Missouri,1780,39
2020-12-31,Wayne,Missouri,663,6
2020-12-31,Webster,Missouri,2423,38
2020-12-31,Worth,Missouri,119,1
2020-12-31,Wright,Missouri,1068,23
2020-12-31,Beaverhead,Montana,769,8
2020-12-31,Big Horn,Montana,2050,58
2020-12-31,Blaine,Montana,603,22
2020-12-31,Broadwater,Montana,294,1
2020-12-31,Carbon,Montana,682,8
2020-12-31,Carter,Montana,135,4
2020-12-31,Cascade,Montana,6634,104
2020-12-31,Chouteau,Montana,371,4
2020-12-31,Custer,Montana,987,9
2020-12-31,Daniels,Montana,138,5
2020-12-31,Dawson,Montana,926,23
2020-12-31,Deer Lodge,Montana,847,9
2020-12-31,Fallon,Montana,268,2
2020-12-31,Fergus,Montana,860,13
2020-12-31,Flathead,Montana,8854,56
2020-12-31,Gallatin,Montana,9454,38
2020-12-31,Garfield,Montana,72,2
2020-12-31,Glacier,Montana,1324,23
2020-12-31,Golden Valley,Montana,43,0
2020-12-31,Granite,Montana,162,2
2020-12-31,Hill,Montana,1639,34
2020-12-31,Jefferson,Montana,777,4
2020-12-31,Judith Basin,Montana,77,0
2020-12-31,Lake,Montana,1471,16
2020-12-31,Lewis and Clark,Montana,4859,38
2020-12-31,Liberty,Montana,101,1
2020-12-31,Lincoln,Montana,1089,9
2020-12-31,Madison,Montana,509,3
2020-12-31,McCone,Montana,143,0
2020-12-31,Meagher,Montana,111,7
2020-12-31,Mineral,Montana,177,0
2020-12-31,Missoula,Montana,6390,54
2020-12-31,Musselshell,Montana,264,7
2020-12-31,Park,Montana,876,6
2020-12-31,Petroleum,Montana,10,1
2020-12-31,Phillips,Montana,426,12
2020-12-31,Pondera,Montana,387,3
2020-12-31,Powder River,Montana,102,5
2020-12-31,Powell,Montana,788,5
2020-12-31,Prairie,Montana,124,2
2020-12-31,Ravalli,Montana,2156,26
2020-12-31,Richland,Montana,875,11
2020-12-31,Roosevelt,Montana,1390,51
2020-12-31,Rosebud,Montana,1027,28
2020-12-31,Sanders,Montana,440,3
2020-12-31,Sheridan,Montana,357,5
2020-12-31,Silver Bow,Montana,3033,34
2020-12-31,Stillwater,Montana,543,8
2020-12-31,Sweet Grass,Montana,314,6
2020-12-31,Teton,Montana,312,5
2020-12-31,Toole,Montana,673,8
2020-12-31,Treasure,Montana,43,1
2020-12-31,Valley,Montana,644,7
2020-12-31,Wheatland,Montana,141,6
2020-12-31,Wibaux,Montana,113,4
2020-12-31,Yellowstone,Montana,13847,161
2020-12-31,Adams,Nebraska,2285,36
2020-12-31,Antelope,Nebraska,427,4
2020-12-31,Arthur,Nebraska,18,0
2020-12-31,Banner,Nebraska,26,0
2020-12-31,Blaine,Nebraska,16,0
2020-12-31,Boone,Nebraska,418,4
2020-12-31,Box Butte,Nebraska,783,8
2020-12-31,Boyd,Nebraska,162,3
2020-12-31,Brown,Nebraska,207,2
2020-12-31,Buffalo,Nebraska,4324,48
2020-12-31,Burt,Nebraska,520,9
2020-12-31,Butler,Nebraska,729,10
2020-12-31,Cass,Nebraska,1745,13
2020-12-31,Cedar,Nebraska,548,10
2020-12-31,Chase,Nebraska,366,3
2020-12-31,Cherry,Nebraska,251,4
2020-12-31,Cheyenne,Nebraska,751,10
2020-12-31,Clay,Nebraska,549,8
2020-12-31,Colfax,Nebraska,1442,18
2020-12-31,Cuming,Nebraska,817,9
2020-12-31,Custer,Nebraska,637,14
2020-12-31,Dakota,Nebraska,3600,56
2020-12-31,Dawes,Nebraska,544,18
2020-12-31,Dawson,Nebraska,2468,24
2020-12-31,Deuel,Nebraska,70,0
2020-12-31,Dixon,Nebraska,490,6
2020-12-31,Dodge,Nebraska,3784,42
2020-12-31,Douglas,Nebraska,53284,515
2020-12-31,Dundy,Nebraska,102,4
2020-12-31,Fillmore,Nebraska,408,7
2020-12-31,Franklin,Nebraska,209,2
2020-12-31,Frontier,Nebraska,150,1
2020-12-31,Furnas,Nebraska,362,4
2020-12-31,Gage,Nebraska,1837,13
2020-12-31,Garden,Nebraska,92,0
2020-12-31,Garfield,Nebraska,127,3
2020-12-31,Gosper,Nebraska,158,3
2020-12-31,Grant,Nebraska,23,3
2020-12-31,Greeley,Nebraska,178,2
2020-12-31,Hall,Nebraska,5835,96
2020-12-31,Hamilton,Nebraska,712,15
2020-12-31,Harlan,Nebraska,179,0
2020-12-31,Hayes,Nebraska,55,0
2020-12-31,Hitchcock,Nebraska,176,2
2020-12-31,Holt,Nebraska,675,13
2020-12-31,Hooker,Nebraska,47,1
2020-12-31,Howard,Nebraska,470,13
2020-12-31,Jefferson,Nebraska,555,1
2020-12-31,Johnson,Nebraska,540,5
2020-12-31,Kearney,Nebraska,583,4
2020-12-31,Keith,Nebraska,583,2
2020-12-31,Keya Paha,Nebraska,38,0
2020-12-31,Kimball,Nebraska,339,4
2020-12-31,Knox,Nebraska,673,5
2020-12-31,Lancaster,Nebraska,22654,152
2020-12-31,Lincoln,Nebraska,3013,27
2020-12-31,Logan,Nebraska,69,0
2020-12-31,Loup,Nebraska,36,0
2020-12-31,Madison,Nebraska,3875,39
2020-12-31,McPherson,Nebraska,21,0
2020-12-31,Merrick,Nebraska,594,11
2020-12-31,Morrill,Nebraska,404,11
2020-12-31,Nance,Nebraska,347,9
2020-12-31,Nemaha,Nebraska,480,10
2020-12-31,Nuckolls,Nebraska,299,1
2020-12-31,Otoe,Nebraska,1003,2
2020-12-31,Pawnee,Nebraska,157,1
2020-12-31,Perkins,Nebraska,230,11
2020-12-31,Phelps,Nebraska,743,8
2020-12-31,Pierce,Nebraska,533,19
2020-12-31,Platte,Nebraska,3513,41
2020-12-31,Polk,Nebraska,463,15
2020-12-31,Red Willow,Nebraska,950,5
2020-12-31,Richardson,Nebraska,518,15
2020-12-31,Rock,Nebraska,99,2
2020-12-31,Saline,Nebraska,1740,3
2020-12-31,Sarpy,Nebraska,15804,78
2020-12-31,Saunders,Nebraska,1784,10
2020-12-31,Scotts Bluff,Nebraska,4119,50
2020-12-31,Seward,Nebraska,1571,20
2020-12-31,Sheridan,Nebraska,385,10
2020-12-31,Sherman,Nebraska,151,4
2020-12-31,Sioux,Nebraska,27,0
2020-12-31,Stanton,Nebraska,313,8
2020-12-31,Thayer,Nebraska,382,3
2020-12-31,Thomas,Nebraska,46,0
2020-12-31,Thurston,Nebraska,706,9
2020-12-31,Valley,Nebraska,249,3
2020-12-31,Washington,Nebraska,1627,17
2020-12-31,Wayne,Nebraska,877,6
2020-12-31,Webster,Nebraska,273,3
2020-12-31,Wheeler,Nebraska,28,0
2020-12-31,York,Nebraska,1345,10
2020-12-31,Carson City,Nevada,5016,57
2020-12-31,Churchill,Nevada,1381,39
2020-12-31,Clark,Nevada,170032,2379
2020-12-31,Douglas,Nevada,1974,16
2020-12-31,Elko,Nevada,3862,33
2020-12-31,Esmeralda,Nevada,32,0
2020-12-31,Eureka,Nevada,29,0
2020-12-31,Humboldt,Nevada,813,10
2020-12-31,Lander,Nevada,384,7
2020-12-31,Lincoln,Nevada,277,1
2020-12-31,Lyon,Nevada,2163,44
2020-12-31,Mineral,Nevada,199,4
2020-12-31,Nye,Nevada,1975,43
2020-12-31,Pershing,Nevada,829,9
2020-12-31,Storey,Nevada,66,2
2020-12-31,Washoe,Nevada,35756,489
2020-12-31,White Pine,Nevada,377,3
2020-12-31,Belknap,New Hampshire,1934,47
2020-12-31,Carroll,New Hampshire,905,4
2020-12-31,Cheshire,New Hampshire,1263,7
2020-12-31,Coos,New Hampshire,662,15
2020-12-31,Grafton,New Hampshire,1127,9
2020-12-31,Hillsborough,New Hampshire,17624,435
2020-12-31,Merrimack,New Hampshire,4793,64
2020-12-31,Rockingham,New Hampshire,10918,141
2020-12-31,Strafford,New Hampshire,3489,31
2020-12-31,Sullivan,New Hampshire,430,6
2020-12-31,Unknown,New Hampshire,883,0
2020-12-31,Atlantic,New Jersey,12200,368
2020-12-31,Bergen,New Jersey,47362,2318
2020-12-31,Burlington,New Jersey,21221,624
2020-12-31,Camden,New Jersey,28693,818
2020-12-31,Cape May,New Jersey,2403,135
2020-12-31,Cumberland,New Jersey,7853,225
2020-12-31,Essex,New Jersey,47442,2391
2020-12-31,Gloucester,New Jersey,14133,386
2020-12-31,Hudson,New Jersey,44104,1699
2020-12-31,Hunterdon,New Jersey,3800,139
2020-12-31,Mercer,New Jersey,18790,720
2020-12-31,Middlesex,New Jersey,45012,1677
2020-12-31,Monmouth,New Jersey,31937,1040
2020-12-31,Morris,New Jersey,20284,958
2020-12-31,Ocean,New Jersey,32509,1356
2020-12-31,Passaic,New Jersey,40033,1458
2020-12-31,Salem,New Jersey,2764,112
2020-12-31,Somerset,New Jersey,12688,664
2020-12-31,Sussex,New Jersey,4478,215
2020-12-31,Union,New Jersey,36683,1556
2020-12-31,Unknown,New Jersey,1057,0
2020-12-31,Warren,New Jersey,3935,183
2020-12-31,Bernalillo,New Mexico,40808,569
2020-12-31,Catron,New Mexico,55,3
2020-12-31,Chaves,New Mexico,7197,92
2020-12-31,Cibola,New Mexico,2781,73
2020-12-31,Colfax,New Mexico,665,24
2020-12-31,Curry,New Mexico,4041,45
2020-12-31,De Baca,New Mexico,97,0
2020-12-31,Do챰a Ana,New Mexico,17691,280
2020-12-31,Eddy,New Mexico,4544,70
2020-12-31,Grant,New Mexico,904,13
2020-12-31,Guadalupe,New Mexico,525,5
2020-12-31,Harding,New Mexico,8,0
2020-12-31,Hidalgo,New Mexico,240,8
2020-12-31,Lea,New Mexico,6971,90
2020-12-31,Lincoln,New Mexico,1040,10
2020-12-31,Los Alamos,New Mexico,284,0
2020-12-31,Luna,New Mexico,2365,43
2020-12-31,McKinley,New Mexico,9807,341
2020-12-31,Mora,New Mexico,121,1
2020-12-31,Otero,New Mexico,3247,38
2020-12-31,Quay,New Mexico,332,7
2020-12-31,Rio Arriba,New Mexico,2285,42
2020-12-31,Roosevelt,New Mexico,1503,27
2020-12-31,San Juan,New Mexico,10155,296
2020-12-31,San Miguel,New Mexico,846,4
2020-12-31,Sandoval,New Mexico,8161,130
2020-12-31,Santa Fe,New Mexico,7529,75
2020-12-31,Sierra,New Mexico,532,35
2020-12-31,Socorro,New Mexico,954,42
2020-12-31,Taos,New Mexico,1152,39
2020-12-31,Torrance,New Mexico,524,4
2020-12-31,Union,New Mexico,354,7
2020-12-31,Valencia,New Mexico,5179,66
2020-12-31,Albany,New York,11585,202
2020-12-31,Allegany,New York,1831,72
2020-12-31,Broome,New York,8157,204
2020-12-31,Cattaraugus,New York,2498,42
2020-12-31,Cayuga,New York,2894,20
2020-12-31,Chautauqua,New York,3518,21
2020-12-31,Chemung,New York,4531,96
2020-12-31,Chenango,New York,1214,21
2020-12-31,Clinton,New York,1075,8
2020-12-31,Columbia,New York,1630,60
2020-12-31,Cortland,New York,2070,32
2020-12-31,Delaware,New York,707,10
2020-12-31,Dutchess,New York,12082,234
2020-12-31,Erie,New York,41252,1194
2020-12-31,Essex,New York,578,16
2020-12-31,Franklin,New York,761,9
2020-12-31,Fulton,New York,1285,36
2020-12-31,Genesee,New York,2681,51
2020-12-31,Greene,New York,1322,21
2020-12-31,Hamilton,New York,102,1
2020-12-31,Herkimer,New York,2138,24
2020-12-31,Jefferson,New York,1783,9
2020-12-31,Lewis,New York,910,13
2020-12-31,Livingston,New York,1863,24
2020-12-31,Madison,New York,2289,66
2020-12-31,Monroe,New York,33755,563
2020-12-31,Montgomery,New York,1307,43
2020-12-31,Nassau,New York,87904,2390
2020-12-31,New York City,New York,430863,25144
2020-12-31,Niagara,New York,8444,176
2020-12-31,Oneida,New York,12111,248
2020-12-31,Onondaga,New York,21146,426
2020-12-31,Ontario,New York,3254,62
2020-12-31,Orange,New York,23372,510
2020-12-31,Orleans,New York,1359,62
2020-12-31,Oswego,New York,3425,36
2020-12-31,Otsego,New York,1205,16
2020-12-31,Putnam,New York,4831,67
2020-12-31,Rensselaer,New York,4269,81
2020-12-31,Rockland,New York,27510,585
2020-12-31,Saratoga,New York,5588,40
2020-12-31,Schenectady,New York,5913,83
2020-12-31,Schoharie,New York,554,5
2020-12-31,Schuyler,New York,526,10
2020-12-31,Seneca,New York,790,35
2020-12-31,St. Lawrence,New York,2084,42
2020-12-31,Steuben,New York,3406,120
2020-12-31,Suffolk,New York,96057,2299
2020-12-31,Sullivan,New York,3106,40
2020-12-31,Tioga,New York,1679,54
2020-12-31,Tompkins,New York,2079,14
2020-12-31,Ulster,New York,5679,141
2020-12-31,Warren,New York,1156,32
2020-12-31,Washington,New York,825,15
2020-12-31,Wayne,New York,2559,36
2020-12-31,Westchester,New York,69660,1664
2020-12-31,Wyoming,New York,1367,22
2020-12-31,Yates,New York,501,10
2020-12-31,Alamance,North Carolina,10397,117
2020-12-31,Alexander,North Carolina,2662,30
2020-12-31,Alleghany,North Carolina,638,2
2020-12-31,Anson,North Carolina,1407,26
2020-12-31,Ashe,North Carolina,1212,27
2020-12-31,Avery,North Carolina,1342,15
2020-12-31,Beaufort,North Carolina,2534,61
2020-12-31,Bertie,North Carolina,1204,27
2020-12-31,Bladen,North Carolina,1843,24
2020-12-31,Brunswick,North Carolina,4402,72
2020-12-31,Buncombe,North Carolina,9195,169
2020-12-31,Burke,North Carolina,6195,75
2020-12-31,Cabarrus,North Carolina,11161,146
2020-12-31,Caldwell,North Carolina,5842,28
2020-12-31,Camden,North Carolina,285,5
2020-12-31,Carteret,North Carolina,2723,17
2020-12-31,Caswell,North Carolina,1160,9
2020-12-31,Catawba,North Carolina,11101,158
2020-12-31,Chatham,North Carolina,2905,65
2020-12-31,Cherokee,North Carolina,1257,15
2020-12-31,Chowan,North Carolina,821,20
2020-12-31,Clay,North Carolina,368,5
2020-12-31,Cleveland,North Carolina,6675,139
2020-12-31,Columbus,North Carolina,3629,83
2020-12-31,Craven,North Carolina,5127,83
2020-12-31,Cumberland,North Carolina,13900,138
2020-12-31,Currituck,North Carolina,649,11
2020-12-31,Dare,North Carolina,1024,5
2020-12-31,Davidson,North Carolina,8700,85
2020-12-31,Davie,North Carolina,2112,13
2020-12-31,Duplin,North Carolina,4227,67
2020-12-31,Durham,North Carolina,15173,144
2020-12-31,Edgecombe,North Carolina,3227,81
2020-12-31,Forsyth,North Carolina,20643,221
2020-12-31,Franklin,North Carolina,3186,37
2020-12-31,Gaston,North Carolina,15513,239
2020-12-31,Gates,North Carolina,357,12
2020-12-31,Graham,North Carolina,395,11
2020-12-31,Granville,North Carolina,3570,63
2020-12-31,Greene,North Carolina,1534,27
2020-12-31,Guilford,North Carolina,24500,312
2020-12-31,Halifax,North Carolina,2899,49
2020-12-31,Harnett,North Carolina,5958,94
2020-12-31,Haywood,North Carolina,2136,61
2020-12-31,Henderson,North Carolina,5496,92
2020-12-31,Hertford,North Carolina,1349,48
2020-12-31,Hoke,North Carolina,2758,35
2020-12-31,Hyde,North Carolina,326,5
2020-12-31,Iredell,North Carolina,9369,101
2020-12-31,Jackson,North Carolina,2259,18
2020-12-31,Johnston,North Carolina,11881,112
2020-12-31,Jones,North Carolina,407,16
2020-12-31,Lee,North Carolina,3510,41
2020-12-31,Lenoir,North Carolina,3239,70
2020-12-31,Lincoln,North Carolina,5378,20
2020-12-31,Macon,North Carolina,1400,9
2020-12-31,Madison,North Carolina,797,19
2020-12-31,Martin,North Carolina,1328,25
2020-12-31,McDowell,North Carolina,3066,38
2020-12-31,Mecklenburg,North Carolina,63088,566
2020-12-31,Mitchell,North Carolina,875,6
2020-12-31,Montgomery,North Carolina,1920,46
2020-12-31,Moore,North Carolina,4871,75
2020-12-31,Nash,North Carolina,6081,120
2020-12-31,New Hanover,North Carolina,9597,89
2020-12-31,Northampton,North Carolina,1052,27
2020-12-31,Onslow,North Carolina,8730,66
2020-12-31,Orange,North Carolina,5046,65
2020-12-31,Pamlico,North Carolina,528,5
2020-12-31,Pasquotank,North Carolina,1807,44
2020-12-31,Pender,North Carolina,2737,22
2020-12-31,Perquimans,North Carolina,533,5
2020-12-31,Person,North Carolina,1646,21
2020-12-31,Pitt,North Carolina,11454,69
2020-12-31,Polk,North Carolina,720,13
2020-12-31,Randolph,North Carolina,8048,123
2020-12-31,Richmond,North Carolina,2630,47
2020-12-31,Robeson,North Carolina,9840,137
2020-12-31,Rockingham,North Carolina,4432,25
2020-12-31,Rowan,North Carolina,9017,172
2020-12-31,Rutherford,North Carolina,4337,118
2020-12-31,Sampson,North Carolina,4912,61
2020-12-31,Scotland,North Carolina,2522,54
2020-12-31,Stanly,North Carolina,4331,78
2020-12-31,Stokes,North Carolina,2005,26
2020-12-31,Surry,North Carolina,4430,75
2020-12-31,Swain,North Carolina,692,8
2020-12-31,Transylvania,North Carolina,917,10
2020-12-31,Tyrrell,North Carolina,169,3
2020-12-31,Union,North Carolina,12505,98
2020-12-31,Vance,North Carolina,2679,68
2020-12-31,Wake,North Carolina,44203,344
2020-12-31,Warren,North Carolina,1093,9
2020-12-31,Washington,North Carolina,444,10
2020-12-31,Watauga,North Carolina,2605,16
2020-12-31,Wayne,North Carolina,7422,145
2020-12-31,Wilkes,North Carolina,3877,72
2020-12-31,Wilson,North Carolina,5516,103
2020-12-31,Yadkin,North Carolina,2377,28
2020-12-31,Yancey,North Carolina,1031,5
2020-12-31,Adams,North Dakota,190,2
2020-12-31,Barnes,North Dakota,1242,26
2020-12-31,Benson,North Dakota,990,16
2020-12-31,Billings,North Dakota,49,0
2020-12-31,Bottineau,North Dakota,610,20
2020-12-31,Bowman,North Dakota,305,4
2020-12-31,Burke,North Dakota,200,1
2020-12-31,Burleigh,North Dakota,13643,175
2020-12-31,Cass,North Dakota,19866,167
2020-12-31,Cavalier,North Dakota,408,4
2020-12-31,Dickey,North Dakota,688,32
2020-12-31,Divide,North Dakota,137,2
2020-12-31,Dunn,North Dakota,355,7
2020-12-31,Eddy,North Dakota,413,6
2020-12-31,Emmons,North Dakota,372,10
2020-12-31,Foster,North Dakota,525,19
2020-12-31,Golden Valley,North Dakota,200,0
2020-12-31,Grand Forks,North Dakota,9237,66
2020-12-31,Grant,North Dakota,172,7
2020-12-31,Griggs,North Dakota,298,2
2020-12-31,Hettinger,North Dakota,268,4
2020-12-31,Kidder,North Dakota,248,8
2020-12-31,LaMoure,North Dakota,469,16
2020-12-31,Logan,North Dakota,214,8
2020-12-31,McHenry,North Dakota,534,19
2020-12-31,McIntosh,North Dakota,312,7
2020-12-31,McKenzie,North Dakota,1029,11
2020-12-31,McLean,North Dakota,1126,27
2020-12-31,Mercer,North Dakota,1011,9
2020-12-31,Morton,North Dakota,4629,88
2020-12-31,Mountrail,North Dakota,1186,15
2020-12-31,Nelson,North Dakota,408,10
2020-12-31,Oliver,North Dakota,149,2
2020-12-31,Pembina,North Dakota,699,9
2020-12-31,Pierce,North Dakota,495,21
2020-12-31,Ramsey,North Dakota,1466,19
2020-12-31,Ransom,North Dakota,550,11
2020-12-31,Renville,North Dakota,276,12
2020-12-31,Richland,North Dakota,1545,15
2020-12-31,Rolette,North Dakota,1883,21
2020-12-31,Sargent,North Dakota,407,5
2020-12-31,Sheridan,North Dakota,97,2
2020-12-31,Sioux,North Dakota,604,10
2020-12-31,Slope,North Dakota,28,0
2020-12-31,Stark,North Dakota,4060,47
2020-12-31,Steele,North Dakota,166,2
2020-12-31,Stutsman,North Dakota,3133,70
2020-12-31,Towner,North Dakota,273,10
2020-12-31,Traill,North Dakota,910,17
2020-12-31,Unknown,North Dakota,7,7
2020-12-31,Walsh,North Dakota,1626,21
2020-12-31,Ward,North Dakota,8439,173
2020-12-31,Wells,North Dakota,400,6
2020-12-31,Williams,North Dakota,3955,31
