date,county,state,cases,deaths
2020-12-31,Saipan,Northern Mariana Islands,120,2
2020-12-31,Tinian,Northern Mariana Islands,2,0
2020-12-31,Adams,Ohio,1367,14
2020-12-31,Allen,Ohio,8308,111
2020-12-31,Ashland,Ohio,2729,37
2020-12-31,Ashtabula,Ohio,3829,66
2020-12-31,Athens,Ohio,3101,9
2020-12-31,Auglaize,Ohio,3642,55
2020-12-31,Belmont,Ohio,3169,38
2020-12-31,Brown,Ohio,2367,12
2020-12-31,Butler,Ohio,25723,188
2020-12-31,Carroll,Ohio,1127,13
2020-12-31,Champaign,Ohio,1917,23
2020-12-31,Clark,Ohio,8988,186
2020-12-31,Clermont,Ohio,12046,76
2020-12-31,Clinton,Ohio,2355,39
2020-12-31,Columbiana,Ohio,6147,119
2020-12-31,Coshocton,Ohio,1703,17
2020-12-31,Crawford,Ohio,2616,61
2020-12-31,Cuyahoga,Ohio,70137,897
2020-12-31,Darke,Ohio,4140,86
2020-12-31,Defiance,Ohio,2722,68
2020-12-31,Delaware,Ohio,11362,65
2020-12-31,Erie,Ohio,4912,107
2020-12-31,Fairfield,Ohio,10031,71
2020-12-31,Fayette,Ohio,1806,29
2020-12-31,Franklin,Ohio,84050,698
2020-12-31,Fulton,Ohio,2744,38
2020-12-31,Gallia,Ohio,1668,23
2020-12-31,Geauga,Ohio,4022,53
2020-12-31,Greene,Ohio,9685,121
2020-12-31,Guernsey,Ohio,2019,22
2020-12-31,Hamilton,Ohio,51821,417
2020-12-31,Hancock,Ohio,4593,81
2020-12-31,Hardin,Ohio,1756,32
2020-12-31,Harrison,Ohio,692,3
2020-12-31,Henry,Ohio,1791,45
2020-12-31,Highland,Ohio,2103,18
2020-12-31,Hocking,Ohio,1381,22
2020-12-31,Holmes,Ohio,1963,62
2020-12-31,Huron,Ohio,3389,37
2020-12-31,Jackson,Ohio,2138,32
2020-12-31,Jefferson,Ohio,3395,53
2020-12-31,Knox,Ohio,2783,22
2020-12-31,Lake,Ohio,12756,120
2020-12-31,Lawrence,Ohio,3517,47
2020-12-31,Licking,Ohio,10528,120
2020-12-31,Logan,Ohio,2385,23
2020-12-31,Lorain,Ohio,14786,162
2020-12-31,Lucas,Ohio,25805,541
2020-12-31,Madison,Ohio,2926,25
2020-12-31,Mahoning,Ohio,14800,315
2020-12-31,Marion,Ohio,6733,105
2020-12-31,Medina,Ohio,9312,114
2020-12-31,Meigs,Ohio,844,14
2020-12-31,Mercer,Ohio,3911,82
2020-12-31,Miami,Ohio,7580,73
2020-12-31,Monroe,Ohio,735,24
2020-12-31,Montgomery,Ohio,35615,359
2020-12-31,Morgan,Ohio,644,26
2020-12-31,Morrow,Ohio,1834,4
2020-12-31,Muskingum,Ohio,5400,27
2020-12-31,Noble,Ohio,1008,32
2020-12-31,Ottawa,Ohio,2340,34
2020-12-31,Paulding,Ohio,1187,19
2020-12-31,Perry,Ohio,1847,15
2020-12-31,Pickaway,Ohio,6137,50
2020-12-31,Pike,Ohio,1406,5
2020-12-31,Portage,Ohio,7297,97
2020-12-31,Preble,Ohio,2719,31
2020-12-31,Putnam,Ohio,3266,67
2020-12-31,Richland,Ohio,7499,89
2020-12-31,Ross,Ohio,4439,87
2020-12-31,Sandusky,Ohio,3553,56
2020-12-31,Scioto,Ohio,4243,45
2020-12-31,Seneca,Ohio,3481,41
2020-12-31,Shelby,Ohio,3448,18
2020-12-31,Stark,Ohio,20468,326
2020-12-31,Summit,Ohio,28040,589
2020-12-31,Trumbull,Ohio,10843,264
2020-12-31,Tuscarawas,Ohio,6196,151
2020-12-31,Union,Ohio,3597,19
2020-12-31,Van Wert,Ohio,1711,37
2020-12-31,Vinton,Ohio,513,11
2020-12-31,Warren,Ohio,15752,121
2020-12-31,Washington,Ohio,2996,38
2020-12-31,Wayne,Ohio,5829,146
2020-12-31,Williams,Ohio,2290,48
2020-12-31,Wood,Ohio,8299,146
2020-12-31,Wyandot,Ohio,1628,33
2020-12-31,Adair,Oklahoma,1870,14
2020-12-31,Alfalfa,Oklahoma,932,4
2020-12-31,Atoka,Oklahoma,1307,3
2020-12-31,Beaver,Oklahoma,308,2
2020-12-31,Beckham,Oklahoma,1964,22
2020-12-31,Blaine,Oklahoma,660,3
2020-12-31,Bryan,Oklahoma,3980,32
2020-12-31,Caddo,Oklahoma,2785,39
2020-12-31,Canadian,Oklahoma,10582,52
2020-12-31,Carter,Oklahoma,2754,18
2020-12-31,Cherokee,Oklahoma,3671,17
2020-12-31,Choctaw,Oklahoma,1076,6
2020-12-31,Cimarron,Oklahoma,107,1
2020-12-31,Cleveland,Oklahoma,19231,163
2020-12-31,Coal,Oklahoma,478,4
2020-12-31,Comanche,Oklahoma,6994,60
2020-12-31,Cotton,Oklahoma,422,10
2020-12-31,Craig,Oklahoma,1457,7
2020-12-31,Creek,Oklahoma,4079,64
2020-12-31,Custer,Oklahoma,2981,31
2020-12-31,Delaware,Oklahoma,2915,44
2020-12-31,Dewey,Oklahoma,421,3
2020-12-31,Ellis,Oklahoma,309,1
2020-12-31,Garfield,Oklahoma,5394,43
2020-12-31,Garvin,Oklahoma,2306,18
2020-12-31,Grady,Oklahoma,3848,37
2020-12-31,Grant,Oklahoma,380,5
2020-12-31,Greer,Oklahoma,379,9
2020-12-31,Harmon,Oklahoma,201,0
2020-12-31,Harper,Oklahoma,345,3
2020-12-31,Haskell,Oklahoma,878,7
2020-12-31,Hughes,Oklahoma,828,9
2020-12-31,Jackson,Oklahoma,2336,37
2020-12-31,Jefferson,Oklahoma,436,3
2020-12-31,Johnston,Oklahoma,837,10
2020-12-31,Kay,Oklahoma,3312,33
2020-12-31,Kingfisher,Oklahoma,1357,12
2020-12-31,Kiowa,Oklahoma,544,11
2020-12-31,Latimer,Oklahoma,532,5
2020-12-31,Le Flore,Oklahoma,3590,30
2020-12-31,Lincoln,Oklahoma,2108,33
2020-12-31,Logan,Oklahoma,2547,8
2020-12-31,Love,Oklahoma,906,6
2020-12-31,Major,Oklahoma,716,4
2020-12-31,Marshall,Oklahoma,1123,6
2020-12-31,Mayes,Oklahoma,2565,24
2020-12-31,McClain,Oklahoma,3561,28
2020-12-31,McCurtain,Oklahoma,2937,52
2020-12-31,McIntosh,Oklahoma,1326,18
2020-12-31,Murray,Oklahoma,1164,9
2020-12-31,Muskogee,Oklahoma,6526,48
2020-12-31,Noble,Oklahoma,984,7
2020-12-31,Nowata,Oklahoma,681,9
2020-12-31,Okfuskee,Oklahoma,1414,15
2020-12-31,Oklahoma,Oklahoma,57993,441
2020-12-31,Okmulgee,Oklahoma,2600,27
2020-12-31,Osage,Oklahoma,3016,26
2020-12-31,Ottawa,Oklahoma,2728,28
2020-12-31,Pawnee,Oklahoma,1065,12
2020-12-31,Payne,Oklahoma,5883,28
2020-12-31,Pittsburg,Oklahoma,3010,23
2020-12-31,Pontotoc,Oklahoma,3135,25
2020-12-31,Pottawatomie,Oklahoma,5552,37
2020-12-31,Pushmataha,Oklahoma,625,6
2020-12-31,Roger Mills,Oklahoma,253,6
2020-12-31,Rogers,Oklahoma,6566,85
2020-12-31,Seminole,Oklahoma,1820,18
2020-12-31,Sequoyah,Oklahoma,2479,16
2020-12-31,Stephens,Oklahoma,3029,23
2020-12-31,Texas,Oklahoma,2956,17
2020-12-31,Tillman,Oklahoma,544,9
2020-12-31,Tulsa,Oklahoma,48124,399
2020-12-31,Unknown,Oklahoma,236,0
2020-12-31,Wagoner,Oklahoma,4650,46
2020-12-31,Washington,Oklahoma,3129,60
2020-12-31,Washita,Oklahoma,757,3
2020-12-31,Woods,Oklahoma,981,5
2020-12-31,Woodward,Oklahoma,2461,10
2020-12-31,Baker,Oregon,472,5
2020-12-31,Benton,Oregon,1347,11
2020-12-31,Clackamas,Oregon,10058,114
2020-12-31,Clatsop,Oregon,553,3
2020-12-31,Columbia,Oregon,837,14
2020-12-31,Coos,Oregon,756,9
2020-12-31,Crook,Oregon,448,7
2020-12-31,Curry,Oregon,278,3
2020-12-31,Deschutes,Oregon,3976,22
2020-12-31,Douglas,Oregon,1387,39
2020-12-31,Gilliam,Oregon,37,1
2020-12-31,Grant,Oregon,170,1
2020-12-31,Harney,Oregon,134,2
2020-12-31,Hood River,Oregon,816,14
2020-12-31,Jackson,Oregon,5884,72
2020-12-31,Jefferson,Oregon,1425,17
2020-12-31,Josephine,Oregon,1193,22
2020-12-31,Klamath,Oregon,1910,18
2020-12-31,Lake,Oregon,197,4
2020-12-31,Lane,Oregon,6929,92
2020-12-31,Lincoln,Oregon,880,17
2020-12-31,Linn,Oregon,2650,32
2020-12-31,Malheur,Oregon,2914,50
2020-12-31,Marion,Oregon,13928,210
2020-12-31,Morrow,Oregon,815,8
2020-12-31,Multnomah,Oregon,25290,394
2020-12-31,Polk,Oregon,1977,30
2020-12-31,Sherman,Oregon,31,0
2020-12-31,Tillamook,Oregon,308,0
2020-12-31,Umatilla,Oregon,5640,57
2020-12-31,Union,Oregon,980,14
2020-12-31,Wallowa,Oregon,76,3
2020-12-31,Wasco,Oregon,905,22
2020-12-31,Washington,Oregon,16070,142
2020-12-31,Wheeler,Oregon,17,1
2020-12-31,Yamhill,Oregon,2641,35
2020-12-31,Adams,Pennsylvania,4557,88
2020-12-31,Allegheny,Pennsylvania,53809,1009
2020-12-31,Armstrong,Pennsylvania,3465,69
2020-12-31,Beaver,Pennsylvania,8433,252
2020-12-31,Bedford,Pennsylvania,2956,94
2020-12-31,Berks,Pennsylvania,23439,565
2020-12-31,Blair,Pennsylvania,7886,175
2020-12-31,Bradford,Pennsylvania,3040,56
2020-12-31,Bucks,Pennsylvania,30537,904
2020-12-31,Butler,Pennsylvania,9361,194
2020-12-31,Cambria,Pennsylvania,8823,250
2020-12-31,Cameron,Pennsylvania,147,4
2020-12-31,Carbon,Pennsylvania,2780,90
2020-12-31,Centre,Pennsylvania,8977,139
2020-12-31,Chester,Pennsylvania,20457,512
2020-12-31,Clarion,Pennsylvania,2021,46
2020-12-31,Clearfield,Pennsylvania,4023,50
2020-12-31,Clinton,Pennsylvania,1942,24
2020-12-31,Columbia,Pennsylvania,2746,71
2020-12-31,Crawford,Pennsylvania,4859,84
2020-12-31,Cumberland,Pennsylvania,10456,299
2020-12-31,Dauphin,Pennsylvania,13859,314
2020-12-31,Delaware,Pennsylvania,29745,993
2020-12-31,Elk,Pennsylvania,1437,16
2020-12-31,Erie,Pennsylvania,11663,218
2020-12-31,Fayette,Pennsylvania,7247,113
2020-12-31,Forest,Pennsylvania,307,3
2020-12-31,Franklin,Pennsylvania,8699,225
2020-12-31,Fulton,Pennsylvania,710,10
2020-12-31,Greene,Pennsylvania,1690,15
2020-12-31,Huntingdon,Pennsylvania,3070,86
2020-12-31,Indiana,Pennsylvania,3950,123
2020-12-31,Jefferson,Pennsylvania,1888,43
2020-12-31,Juniata,Pennsylvania,1351,48
2020-12-31,Lackawanna,Pennsylvania,8812,268
2020-12-31,Lancaster,Pennsylvania,28006,731
2020-12-31,Lawrence,Pennsylvania,4245,126
2020-12-31,Lebanon,Pennsylvania,8851,156
2020-12-31,Lehigh,Pennsylvania,20348,503
2020-12-31,Luzerne,Pennsylvania,17317,463
2020-12-31,Lycoming,Pennsylvania,6014,121
2020-12-31,McKean,Pennsylvania,1679,21
2020-12-31,Mercer,Pennsylvania,5975,142
2020-12-31,Mifflin,Pennsylvania,3418,119
2020-12-31,Monroe,Pennsylvania,6103,200
2020-12-31,Montgomery,Pennsylvania,36131,1147
2020-12-31,Montour,Pennsylvania,1173,25
2020-12-31,Northampton,Pennsylvania,16648,431
2020-12-31,Northumberland,Pennsylvania,4836,226
2020-12-31,Perry,Pennsylvania,1721,33
2020-12-31,Philadelphia,Pennsylvania,93885,2473
2020-12-31,Pike,Pennsylvania,1440,33
2020-12-31,Potter,Pennsylvania,583,14
2020-12-31,Schuylkill,Pennsylvania,7817,245
2020-12-31,Snyder,Pennsylvania,1894,43
2020-12-31,Somerset,Pennsylvania,4849,81
2020-12-31,Sullivan,Pennsylvania,146,3
2020-12-31,Susquehanna,Pennsylvania,1028,39
2020-12-31,Tioga,Pennsylvania,1913,58
2020-12-31,Union,Pennsylvania,2891,42
2020-12-31,Venango,Pennsylvania,2354,47
2020-12-31,Warren,Pennsylvania,1474,28
2020-12-31,Washington,Pennsylvania,8947,131
2020-12-31,Wayne,Pennsylvania,1829,18
2020-12-31,Westmoreland,Pennsylvania,19333,423
2020-12-31,Wyoming,Pennsylvania,787,29
2020-12-31,York,Pennsylvania,23283,419
2020-12-31,Adjuntas,Puerto Rico,396,
2020-12-31,Aguada,Puerto Rico,889,
2020-12-31,Aguadilla,Puerto Rico,1226,
2020-12-31,Aguas Buenas,Puerto Rico,829,
2020-12-31,Aibonito,Puerto Rico,442,
2020-12-31,Anasco,Puerto Rico,675,
2020-12-31,Arecibo,Puerto Rico,2321,
2020-12-31,Arroyo,Puerto Rico,309,
2020-12-31,Barceloneta,Puerto Rico,607,
2020-12-31,Barranquitas,Puerto Rico,993,
2020-12-31,Bayamon,Puerto Rico,8062,
2020-12-31,Cabo Rojo,Puerto Rico,757,
2020-12-31,Caguas,Puerto Rico,4504,
2020-12-31,Camuy,Puerto Rico,922,
2020-12-31,Canovanas,Puerto Rico,1444,
2020-12-31,Carolina,Puerto Rico,6494,
2020-12-31,Catano,Puerto Rico,999,
2020-12-31,Cayey,Puerto Rico,1050,
2020-12-31,Ceiba,Puerto Rico,320,
2020-12-31,Ciales,Puerto Rico,600,
2020-12-31,Cidra,Puerto Rico,957,
2020-12-31,Coamo,Puerto Rico,743,
2020-12-31,Comerio,Puerto Rico,607,
2020-12-31,Corozal,Puerto Rico,1402,
2020-12-31,Culebra,Puerto Rico,28,
2020-12-31,Dorado,Puerto Rico,1864,
2020-12-31,Fajardo,Puerto Rico,1038,
2020-12-31,Florida,Puerto Rico,625,
2020-12-31,Guanica,Puerto Rico,223,
2020-12-31,Guayama,Puerto Rico,669,
2020-12-31,Guayanilla,Puerto Rico,349,
2020-12-31,Guaynabo,Puerto Rico,3589,
2020-12-31,Gurabo,Puerto Rico,1452,
2020-12-31,Hatillo,Puerto Rico,877,
2020-12-31,Hormigueros,Puerto Rico,345,
2020-12-31,Humacao,Puerto Rico,1322,
2020-12-31,Isabela,Puerto Rico,932,
2020-12-31,Jayuya,Puerto Rico,373,
2020-12-31,Juana Diaz,Puerto Rico,827,
2020-12-31,Juncos,Puerto Rico,1380,
2020-12-31,Lajas,Puerto Rico,324,
2020-12-31,Lares,Puerto Rico,743,
2020-12-31,Las Marias,Puerto Rico,175,
2020-12-31,Las Piedras,Puerto Rico,1118,
2020-12-31,Loiza,Puerto Rico,773,
2020-12-31,Luquillo,Puerto Rico,504,
2020-12-31,Manati,Puerto Rico,1347,
2020-12-31,Maricao,Puerto Rico,100,
2020-12-31,Maunabo,Puerto Rico,278,
2020-12-31,Mayaguez,Puerto Rico,1570,
2020-12-31,Moca,Puerto Rico,1112,
2020-12-31,Morovis,Puerto Rico,1085,
2020-12-31,Naguabo,Puerto Rico,634,
2020-12-31,Naranjito,Puerto Rico,1320,
2020-12-31,Orocovis,Puerto Rico,656,
2020-12-31,Patillas,Puerto Rico,318,
2020-12-31,Penuelas,Puerto Rico,395,
2020-12-31,Ponce,Puerto Rico,2253,
2020-12-31,Quebradillas,Puerto Rico,576,
2020-12-31,Rincon,Puerto Rico,340,
2020-12-31,Rio Grande,Puerto Rico,1382,
2020-12-31,Sabana Grande,Puerto Rico,328,
2020-12-31,Salinas,Puerto Rico,899,
2020-12-31,San German,Puerto Rico,491,
2020-12-31,San Juan,Puerto Rico,15250,
2020-12-31,San Lorenzo,Puerto Rico,1217,
2020-12-31,San Sebastian,Puerto Rico,1448,
2020-12-31,Santa Isabel,Puerto Rico,457,
2020-12-31,Toa Alta,Puerto Rico,3020,
2020-12-31,Toa Baja,Puerto Rico,3208,
2020-12-31,Trujillo Alto,Puerto Rico,2412,
2020-12-31,Unknown,Puerto Rico,3875,1503
2020-12-31,Utuado,Puerto Rico,721,
2020-12-31,Vega Alta,Puerto Rico,1557,
2020-12-31,Vega Baja,Puerto Rico,2203,
2020-12-31,Vieques,Puerto Rico,179,
2020-12-31,Villalba,Puerto Rico,579,
2020-12-31,Yabucoa,Puerto Rico,740,
2020-12-31,Yauco,Puerto Rico,878,
2020-12-31,Bristol,Rhode Island,2403,54
2020-12-31,Kent,Rhode Island,9901,194
2020-12-31,Newport,Rhode Island,2595,9
2020-12-31,Providence,Rhode Island,58946,1347
2020-12-31,Unknown,Rhode Island,9622,60
2020-12-31,Washington,Rhode Island,4482,113
2020-12-31,Abbeville,South Carolina,1275,25
2020-12-31,Aiken,South Carolina,9156,133
2020-12-31,Allendale,South Carolina,511,9
2020-12-31,Anderson,South Carolina,12054,280
2020-12-31,Bamberg,South Carolina,957,40
2020-12-31,Barnwell,South Carolina,1455,30
2020-12-31,Beaufort,South Carolina,9586,105
2020-12-31,Berkeley,South Carolina,9153,111
2020-12-31,Calhoun,South Carolina,807,20
2020-12-31,Charleston,South Carolina,24202,321
2020-12-31,Cherokee,South Carolina,3035,79
2020-12-31,Chester,South Carolina,2247,45
2020-12-31,Chesterfield,South Carolina,2336,61
2020-12-31,Clarendon,South Carolina,1830,74
2020-12-31,Colleton,South Carolina,1951,55
2020-12-31,Darlington,South Carolina,4546,94
2020-12-31,Dillon,South Carolina,2376,59
2020-12-31,Dorchester,South Carolina,8354,128
2020-12-31,Edgefield,South Carolina,1551,26
2020-12-31,Fairfield,South Carolina,1364,53
2020-12-31,Florence,South Carolina,10494,259
2020-12-31,Georgetown,South Carolina,3930,79
2020-12-31,Greenville,South Carolina,37327,502
2020-12-31,Greenwood,South Carolina,4248,93
2020-12-31,Hampton,South Carolina,1099,36
2020-12-31,Horry,South Carolina,20336,317
2020-12-31,Jasper,South Carolina,1347,25
2020-12-31,Kershaw,South Carolina,3911,75
2020-12-31,Lancaster,South Carolina,5234,84
2020-12-31,Laurens,South Carolina,3609,81
2020-12-31,Lee,South Carolina,1194,42
2020-12-31,Lexington,South Carolina,16734,269
2020-12-31,Marion,South Carolina,1946,63
2020-12-31,Marlboro,South Carolina,1916,27
2020-12-31,McCormick,South Carolina,473,9
2020-12-31,Newberry,South Carolina,2822,71
2020-12-31,Oconee,South Carolina,5241,62
2020-12-31,Orangeburg,South Carolina,5105,147
2020-12-31,Pickens,South Carolina,10203,153
2020-12-31,Richland,South Carolina,26344,335
2020-12-31,Saluda,South Carolina,1001,28
2020-12-31,Spartanburg,South Carolina,19756,392
2020-12-31,Sumter,South Carolina,5519,117
2020-12-31,Union,South Carolina,1551,41
2020-12-31,Williamsburg,South Carolina,2213,61
2020-12-31,York,South Carolina,15208,180
2020-12-31,Aurora,South Dakota,414,8
2020-12-31,Beadle,South Dakota,2509,35
2020-12-31,Bennett,South Dakota,355,8
2020-12-31,Bon Homme,South Dakota,1477,23
2020-12-31,Brookings,South Dakota,2981,30
2020-12-31,Brown,South Dakota,4426,60
2020-12-31,Brule,South Dakota,627,7
2020-12-31,Buffalo,South Dakota,410,10
2020-12-31,Butte,South Dakota,881,18
2020-12-31,Campbell,South Dakota,115,4
2020-12-31,Charles Mix,South Dakota,1112,11
2020-12-31,Clark,South Dakota,313,2
2020-12-31,Clay,South Dakota,1625,12
2020-12-31,Codington,South Dakota,3452,70
2020-12-31,Corson,South Dakota,449,10
2020-12-31,Custer,South Dakota,672,9
2020-12-31,Davison,South Dakota,2718,54
2020-12-31,Day,South Dakota,537,20
2020-12-31,Deuel,South Dakota,412,7
2020-12-31,Dewey,South Dakota,1263,12
2020-12-31,Douglas,South Dakota,382,7
2020-12-31,Edmunds,South Dakota,369,4
2020-12-31,Fall River,South Dakota,454,12
2020-12-31,Faulk,South Dakota,313,12
2020-12-31,Grant,South Dakota,826,35
2020-12-31,Gregory,South Dakota,482,26
2020-12-31,Haakon,South Dakota,233,7
2020-12-31,Hamlin,South Dakota,606,34
2020-12-31,Hand,South Dakota,312,2
2020-12-31,Hanson,South Dakota,311,3
2020-12-31,Harding,South Dakota,89,1
2020-12-31,Hughes,South Dakota,2023,25
2020-12-31,Hutchinson,South Dakota,700,16
2020-12-31,Hyde,South Dakota,132,1
2020-12-31,Jackson,South Dakota,262,8
2020-12-31,Jerauld,South Dakota,259,15
2020-12-31,Jones,South Dakota,67,0
2020-12-31,Kingsbury,South Dakota,538,13
2020-12-31,Lake,South Dakota,1020,16
2020-12-31,Lawrence,South Dakota,2555,28
2020-12-31,Lincoln,South Dakota,6780,66
2020-12-31,Lyman,South Dakota,520,9
2020-12-31,Marshall,South Dakota,260,4
2020-12-31,McCook,South Dakota,683,22
2020-12-31,McPherson,South Dakota,181,1
2020-12-31,Meade,South Dakota,2231,24
2020-12-31,Mellette,South Dakota,215,2
2020-12-31,Miner,South Dakota,225,6
2020-12-31,Minnehaha,South Dakota,24977,264
2020-12-31,Moody,South Dakota,535,14
2020-12-31,Oglala Lakota,South Dakota,1927,35
2020-12-31,Pennington,South Dakota,11197,130
2020-12-31,Perkins,South Dakota,285,11
2020-12-31,Potter,South Dakota,300,3
2020-12-31,Roberts,South Dakota,984,32
2020-12-31,Sanborn,South Dakota,305,3
2020-12-31,Spink,South Dakota,703,24
2020-12-31,Stanley,South Dakota,272,2
2020-12-31,Sully,South Dakota,111,3
2020-12-31,Todd,South Dakota,1162,19
2020-12-31,Tripp,South Dakota,629,12
2020-12-31,Turner,South Dakota,970,49
2020-12-31,Union,South Dakota,1608,30
2020-12-31,Walworth,South Dakota,618,14
2020-12-31,Yankton,South Dakota,2514,26
2020-12-31,Ziebach,South Dakota,291,8
2020-12-31,Anderson,Tennessee,5631,72
2020-12-31,Bedford,Tennessee,4548,61
2020-12-31,Benton,Tennessee,1168,30
2020-12-31,Bledsoe,Tennessee,1565,9
2020-12-31,Blount,Tennessee,9976,98
2020-12-31,Bradley,Tennessee,9120,72
2020-12-31,Campbell,Tennessee,2782,36
2020-12-31,Cannon,Tennessee,1366,15
2020-12-31,Carroll,Tennessee,2696,52
2020-12-31,Carter,Tennessee,4464,86
2020-12-31,Cheatham,Tennessee,2865,24
2020-12-31,Chester,Tennessee,1490,31
2020-12-31,Claiborne,Tennessee,1682,18
2020-12-31,Clay,Tennessee,845,23
2020-12-31,Cocke,Tennessee,2841,44
2020-12-31,Coffee,Tennessee,4916,65
2020-12-31,Crockett,Tennessee,1641,29
2020-12-31,Cumberland,Tennessee,4398,51
2020-12-31,Davidson,Tennessee,68812,570
2020-12-31,DeKalb,Tennessee,2087,33
2020-12-31,Decatur,Tennessee,1335,20
2020-12-31,Dickson,Tennessee,4624,59
2020-12-31,Dyer,Tennessee,4254,70
2020-12-31,Fayette,Tennessee,3321,48
2020-12-31,Fentress,Tennessee,1880,29
2020-12-31,Franklin,Tennessee,3549,48
2020-12-31,Gibson,Tennessee,5033,91
2020-12-31,Giles,Tennessee,2670,60
2020-12-31,Grainger,Tennessee,1768,26
2020-12-31,Greene,Tennessee,5517,92
2020-12-31,Grundy,Tennessee,1193,19
2020-12-31,Hamblen,Tennessee,5862,86
2020-12-31,Hamilton,Tennessee,29530,273
2020-12-31,Hancock,Tennessee,324,5
2020-12-31,Hardeman,Tennessee,2830,41
2020-12-31,Hardin,Tennessee,2630,35
2020-12-31,Hawkins,Tennessee,3631,56
2020-12-31,Haywood,Tennessee,2169,36
2020-12-31,Henderson,Tennessee,2945,44
2020-12-31,Henry,Tennessee,2311,38
2020-12-31,Hickman,Tennessee,1929,26
2020-12-31,Houston,Tennessee,797,22
2020-12-31,Humphreys,Tennessee,1167,12
2020-12-31,Jackson,Tennessee,948,19
2020-12-31,Jefferson,Tennessee,3861,62
2020-12-31,Johnson,Tennessee,1774,28
2020-12-31,Knox,Tennessee,33663,324
2020-12-31,Lake,Tennessee,1408,13
2020-12-31,Lauderdale,Tennessee,2627,28
2020-12-31,Lawrence,Tennessee,4416,58
2020-12-31,Lewis,Tennessee,1151,19
2020-12-31,Lincoln,Tennessee,3299,34
2020-12-31,Loudon,Tennessee,4210,37
2020-12-31,Macon,Tennessee,2588,45
2020-12-31,Madison,Tennessee,8035,152
2020-12-31,Marion,Tennessee,1860,26
2020-12-31,Marshall,Tennessee,2863,30
2020-12-31,Maury,Tennessee,9248,104
2020-12-31,McMinn,Tennessee,4352,66
2020-12-31,McNairy,Tennessee,2045,38
2020-12-31,Meigs,Tennessee,969,16
2020-12-31,Monroe,Tennessee,3880,56
2020-12-31,Montgomery,Tennessee,11511,126
2020-12-31,Moore,Tennessee,701,6
2020-12-31,Morgan,Tennessee,1534,11
2020-12-31,Obion,Tennessee,3642,71
2020-12-31,Overton,Tennessee,2183,41
2020-12-31,Perry,Tennessee,855,23
2020-12-31,Pickett,Tennessee,567,17
2020-12-31,Polk,Tennessee,1174,16
2020-12-31,Putnam,Tennessee,8678,121
2020-12-31,Rhea,Tennessee,3174,48
2020-12-31,Roane,Tennessee,4325,56
2020-12-31,Robertson,Tennessee,6533,74
2020-12-31,Rutherford,Tennessee,28618,242
2020-12-31,Scott,Tennessee,1994,23
2020-12-31,Sequatchie,Tennessee,1148,17
2020-12-31,Sevier,Tennessee,8901,70
2020-12-31,Shelby,Tennessee,67198,903
2020-12-31,Smith,Tennessee,2045,24
2020-12-31,Stewart,Tennessee,883,20
2020-12-31,Sullivan,Tennessee,10862,178
2020-12-31,Sumner,Tennessee,15789,206
2020-12-31,Tipton,Tennessee,5409,53
2020-12-31,Trousdale,Tennessee,2159,12
2020-12-31,Unicoi,Tennessee,1446,40
2020-12-31,Union,Tennessee,1221,17
2020-12-31,Unknown,Tennessee,6903,59
2020-12-31,Van Buren,Tennessee,545,6
2020-12-31,Warren,Tennessee,4395,43
2020-12-31,Washington,Tennessee,10223,165
2020-12-31,Wayne,Tennessee,2417,17
2020-12-31,Weakley,Tennessee,3071,43
2020-12-31,White,Tennessee,2737,39
2020-12-31,Williamson,Tennessee,17903,121
2020-12-31,Wilson,Tennessee,12476,128
2020-12-31,Anderson,Texas,4538,63
2020-12-31,Andrews,Texas,1416,25
2020-12-31,Angelina,Texas,5696,144
2020-12-31,Aransas,Texas,730,22
2020-12-31,Archer,Texas,553,6
2020-12-31,Armstrong,Texas,106,5
2020-12-31,Atascosa,Texas,2923,63
2020-12-31,Austin,Texas,1030,14
2020-12-31,Bailey,Texas,718,13
2020-12-31,Bandera,Texas,571,12
2020-12-31,Bastrop,Texas,3782,45
2020-12-31,Baylor,Texas,211,7
2020-12-31,Bee,Texas,2668,46
2020-12-31,Bell,Texas,13132,167
2020-12-31,Bexar,Texas,115697,1726
2020-12-31,Blanco,Texas,280,7
2020-12-31,Borden,Texas,18,0
2020-12-31,Bosque,Texas,796,17
2020-12-31,Bowie,Texas,4001,120
2020-12-31,Brazoria,Texas,21271,238
2020-12-31,Brazos,Texas,14273,138
2020-12-31,Brewster,Texas,880,8
2020-12-31,Briscoe,Texas,89,2
2020-12-31,Brooks,Texas,594,27
2020-12-31,Brown,Texas,2797,73
2020-12-31,Burleson,Texas,935,14
2020-12-31,Burnet,Texas,1957,27
2020-12-31,Caldwell,Texas,2400,43
2020-12-31,Calhoun,Texas,1200,10
2020-12-31,Callahan,Texas,801,17
2020-12-31,Cameron,Texas,29525,1183
2020-12-31,Camp,Texas,766,23
2020-12-31,Carson,Texas,284,10
2020-12-31,Cass,Texas,1297,50
2020-12-31,Castro,Texas,781,15
2020-12-31,Chambers,Texas,2627,26
2020-12-31,Cherokee,Texas,3026,72
2020-12-31,Childress,Texas,1217,7
2020-12-31,Clay,Texas,710,10
2020-12-31,Cochran,Texas,204,10
2020-12-31,Coke,Texas,391,10
2020-12-31,Coleman,Texas,416,15
2020-12-31,Collin,Texas,48423,370
2020-12-31,Collingsworth,Texas,209,5
2020-12-31,Colorado,Texas,1012,15
